CSA	Calvin-Studienausgabe		Calvin-Studienausgabe, hg. v. Eberhard Busch u.a., 10 Bde., Neukirchen/Vluyn 1994-2011.
CSEL	Corpus Scriptorum Ecclesiasticorum Latinorum		Corpus Scriptorum Ecclesiasticorum Latinorum, Wien 1866ff.
CSch	Corpus Schwenckfeldianorum		Corpus Schwenckfeldianorum, publ. under the auspices of The Schwenckfelder Church, Pennsylvania, and the Hartford Theological Seminary, Connecticut USA, Bde. 1-14, Leipzig 1907-1936; Bde. 15-19, Pennsburg, Pennsylvania 1959-1961.
CT	Concilium Tridentinum. Diariorum, actorum, epistularum, tractatuum nova collectio		Concilium Tridentinum. Diariorum, actorum, epistularum, tractatuum nova collectio, hg. v. der Societas Goerresiana, Freiburg i. Br. 1901ff.
Capito, Corr.	Correspondance de Wolfgang Capiton (1478-1541). Analyse et index. (D'après le Thesaurus Baumianus et autres sources) par Olivier Millet		Correspondance de Wolfgang Capiton (1478-1541). Analyse et index. (D'après le Thesaurus Baumianus et autres sources) par Olivier Millet, Straßburg 1982 - Publications de la Bibliothèque Nationale et Universitaire de Strasbourg 8.
Cardauns	Von Nizza bis Crépy. Europäische Politik in den Jahren 1534 bis 1544		Ludwig Cardauns, Von Nizza bis Crépy. Europäische Politik in den Jahren 1534 bis 1544, Rom 1923 - Bibliothek des Preussischen Historischen Instituts in Rom 15.
Catalogus translationum	Catalogus translationum et commentariorum: Mediaeval and Renaissance Latin Translations and Commentaries		Catalogus translationum et commentariorum: Mediaeval and Renaissance Latin Translations and Commentaries, Annotated Lists and Guides, hg. v. Paul Oskar Kristeller u.a., Washington D.C. 1960ff.
Christoffel	Heinrich Bullinger und seine Gattin nach ihrem segenreichen Wirken in ihrer Familie, Gemeinde und gegen verfolgte Glaubensgenosssen		Raget Christoffel, Heinrich Bullinger und seine Gattin nach ihrem segenreichen Wirken in ihrer Familie, Gemeinde und gegen verfolgte Glaubensgenosssen, Zürich 1875.
Christoph von Württ. BW (Christoph von Württemberg BW)	Briefwechsel des Herzogs Christoph von Wirtemberg		Briefwechsel des Herzogs Christoph von Wirtemberg, hg. v. Viktor Ernst, 4 Bde., Stuttgart 1899-1904.
Clavadetscher	Beiträge zur Geschichte der Zisterzienserabtei Kappel am Albis		Otto Paul Clavadetscher, Beiträge zur Geschichte der Zisterzienserabtei Kappel am Albis. Diss. phil., Zürich 1875.
Cloulas, Henri II	Henri II		Ivan Cloulas, Henri II, Paris 1985.
Contemporaries	Contemporaries of Erasmus. A Biographical Register of the Renaissance and Reformation		Contemporaries of Erasmus. A Biographical Register of the Renaissance and Reformation, hg. v. Peter G. Bietenholz und Thomas B. Deutscher, 3 Bde., Toronto 1985-1987.
CorpICan (CorpIC)	Corpus Iuris Canonici		Corpus Iuris Canonici, hg. v. Emil Friedberg, 2 Teile, Leipzig 1879 (Nachdruck: Graz 1959).
Creutznachers Diarium	Ewald Creutznachers Diarium über den Reichstag zu Augsburg 1547-1548	45	Ewald Creutznachers Diarium über den Reichstag zu Augsburg 1547-1548, hg. v. Paul Glück, in: Archiv des Historischen Vereins von Unterfranken und Aschaffenburg, Bd. 45, Würzburg 1903, S. 297-329.
Crousaz, L'Académie	L'Académie de Lausanne entre Humanisme et Réforme		Karine Crousaz, L'Académie de Lausanne entre Humanisme et Réforme (ca. 1537-1560), Leiden/Boston 2012 - Education and Society in the Middle Ages and Renaissance 41.
Culmann, Schuler	Skizzen aus Gervasius Schuler's Leben und Wirken in Zürich		[Friedrich Wilhelm Culmann,] Skizzen aus Gervasius Schuler's Leben und Wirken in Zürich, Bischweiler, Bremgarten, Basel, Memmingen und Lenzburg, von 1520-1563, Straßburg 1855.
DBE	Deutsche Biographische Enzyklopädie		Deutsche Biographische Enzyklopädie, hg. v. Walther Killy, 10 Bde., München 1995-1999; Bde. 11/1 und 11/2: Nachträge und Register, München 2000.
DBI	Dizionario biografico degli italiani		Dizionario biografico degli italiani, Rom 1960ff.
DHEE	Diccionario de Historia Ecclesiástica de España		Diccionario de Historia Ecclesiástica de España, hg. v. Quintín Aldea Vaquero u.a., 4 Bde., Madrid 1972-1975.
DNB	Dictionary of National Biography from the Earliest Times to 1900		Dictionary of National Biography from the Earliest Times to 1900, 63 Bde., London 1885-1900.
DNP	Der Neue Pauly. Enzyklopädie der Antike		Der Neue Pauly. Enzyklopädie der Antike, hg. v. Hubert Cancik und Helmuth Schneider, Stuttgart/Weimar 1996ff.
DRW	Deutsches Rechtswörterbuch. Wörterbuch der älteren deutschen Rechtssprache		Deutsches Rechtswörterbuch. Wörterbuch der älteren deutschen Rechtssprache, hg. v. der Königlich-Preussischen Akademie der Wissenschaften, später v. der Heidelberger Akademie der Wissenschaften, Weimar/Heidelberg 1914ff.
DTC (DThC)	Dictionnaire de théologie catholique		Dictionnaire de théologie catholique, hg. v. Jean Michel, Alfred Vacant u.a., 15 Bde., Paris 1899-1950.
Das Collegium Alumnorum in Basel	Aus fünf jahrhunderten schweizerischer Kirchengeschichte		Das Kollegium Alumnorum in Basel, in: Aus fünf Jahrhunderten schweizerischer Kirchengeschichte. Zum sechzigsten Geburtstag von Paul Wernle. Helbing und Lichtenhahn, Basel 1910, S. 95–162.
Dasypodius, Dict.	Dictionarium latinogermanicum		Petrus Dasypodius, Dictionarium latinogermanicum, Straßburg 1536 (Nachdruck: Hildesheim/New York 1995).
Deetjen, Württ. (Deetjen)	Studien zur Württembergischen Kirchenordnung Herzog Ulrichs 1534-1550. Das Herzogtum Württemberg im Zeitalter Herzog Ulrichs (1498-1550), die Neuordnung des Kirchengutes und der Klöster (1534-1547)		Werner-Ulrich Deetjen, Studien zur Württembergischen Kirchenordnung Herzog Ulrichs 1534-1550. Das Herzogtum Württemberg im Zeitalter Herzog Ulrichs (1498-1550), die Neuordnung des Kirchengutes und der Klöster (1534-1547), Stuttgart 1981 - Quellen und Forschungen zur Württembergischen Kirchengeschichte 7.
Demandt, Schmalk. (Demandt)	Die Auseinandersetzungen des Schmalkaldischen Bundes mit Herzog Heinrich d.J. von Braunschweig-Wolfenbüttel im Briefwechsel des St. Galler Reformators Vadian		Dieter Demandt, Die Auseinandersetzungen des Schmalkaldischen Bundes mit Herzog Heinrich d.J. von Braunschweig-Wolfenbüttel im Briefwechsel des St. Galler Reformators Vadian, in: Zwa 22, 1995, 45-66.
Denis, Pays rhénans (Denis)	Les Eglises d'étrangers en Pays rhénans (1538-1564)		Philippe Denis, Les Eglises d'étrangers en Pays rhénans (1538-1564), Paris 1984 - Bibliothèque de la Faculté de Philosophie et Lettres de l'Université de Liège 242.
Denzinger (Denz.)	Kompendium der Glaubensbekenntnisse und kirchlichen Lehrentscheidungen. Enchiridion symbolorum, definitionum et declarationum de rebus fidei et morum.		Heinrich Denzinger, Kompendium der Glaubensbekenntnisse und kirchlichen Lehrentscheidungen. Enchiridion symbolorum, definitionum et declarationum de rebus fidei et morum. Verbessert, erweitert, ins Deutsche übertragen und hg. v. Peter Hünermann, 44. Aufl., Freiburg i. Br. 2014.
Deppermann	Soziale Unruhen und apokalyptische Visionen im Zeitalter der Reformation		Klaus Deppermann, Melchior Hoffman. Soziale Unruhen und apokalyptische Visionen im Zeitalter der Reformation, Göttingen 1979.
Detmers, Judentum	Reformation und Judentum. Israel-Lehren und Einstellungen zum Judentum von Luther bis zum frühen Calvin		Achim Detmers, Reformation und Judentum. Israel-Lehren und Einstellungen zum Judentum von Luther bis zum frühen Calvin, Köln 2001 - Judentum und Christentum 7.
Dingel, Augsb. Interim	Reaktionen auf das Augsburger Interim. Der Interimistische Streit (1548-1549)		Reaktionen auf das Augsburger Interim. Der Interimistische Streit (1548-1549), hg. v. Irene Dingel, bearb. v. Johannes Hund, Jan Martin Lies und Hans-Otto Schneider, Göttingen 2010 - Controversia et confessio 1.
Dobras, Ratsregiment	Ratsregiment, Sittenpolizei und Kirchenzucht in der Reichsstadt Konstanz 1531-1548. Ein Beitrag zur Geschichte der oberdeutsch-schweizerischen Reformation		Wolfgang Dobras, Ratsregiment, Sittenpolizei und Kirchenzucht in der Reichsstadt Konstanz 1531-1548. Ein Beitrag zur Geschichte der oberdeutsch-schweizerischen Reformation, Gütersloh 1993 - QFRG 59.
Dommasch	Die Religionsprozesse der rekusierenden Fürsten und Städte und die Erneuerung des schmalkaldischen Bundes 1534-1536		Gerd Dommasch, Die Religionsprozesse der rekusierenden Fürsten und Städte und die Erneuerung des schmalkaldischen Bundes 1534-1536, Tübingen 1961 - SKRG 28.
Druffel, BA	Briefe und Akten zur Geschichte des Sechzehnten Jahrhunderts mit besonderer Rücksicht auf Bayerns Fürstenhaus	1	Briefe und Akten zur Geschichte des Sechzehnten Jahrhunderts mit besonderer Rücksicht auf Bayerns Fürstenhaus, hg. v. August von Druffel, Bd. I: Beiträge zur Reichsgeschichte, 1546-1551, München 1873; Bd. III: Beiträge zur Reichsgeschichte, 1546-1552, München 1882.
Druffel, Karl V. (Druffel)	Kaiser Karl V. und die Römische Curie 1544-1546		August von Druffel, Kaiser Karl V. und die Römische Curie 1544-1546, Bd. I: Vom Speirer Reichstag bis zur Berufung des Trienter Concils; Bd. II: Von der Berufung des Trienter Concils bis zum Wormser Reichstagsabschied; Bd. III: Vom Wormser Reichstagsabschied bis zur Eröffnung des Trienter Concils; Bd. IV: Von der Eröffnung des Trienter Concils bis zur Begegnung des Kaisers mit dem Hessischen Landgrafen in Speier - Abhandlungen der Historischen Classe der Königlich Bayerischen Akademie der Wissenschaften 13/2, 16/1, 16/3, 19/2, München 1877, 1881, 1883, 1890.
Drüll, Gelehrtenlexikon	Heidelberger Gelehrtenlexikon 1386-1651		Dagmar Drüll, Heidelberger Gelehrtenlexikon 1386-1651, Berlin/Heidelberg 2002.
Du Bellay, Corr.	Correspondance du Cardinal Jean Du Bellay		Correspondance du Cardinal Jean Du Bellay, hg. v. Rémy Scheurer, Loris Petris u.a., Paris 1969ff.
Du Bellay, Mémoires	Mémoires de Martin et Guillaume du Bellay		Mémoires de Martin et Guillaume du Bellay, hg. v. Victor-Louis Bourrilly und Fleury Vindry, 4 Bde., Paris 1908-1919.
Du Cange	Charles du Fresne Du Cange, Glossarium mediae et infimae latinitatis cum supplementis integris D.P. Carpenterii et G.A.L. Henschel. Editio nova aucta pluribus verbis aliorum scriptorum a Léopold Favre		Charles du Fresne Du Cange, Glossarium mediae et infimae latinitatis cum supplementis integris D.P. Carpenterii et G.A.L. Henschel. Editio nova aucta pluribus verbis aliorum scriptorum a Léopold Favre, 4 Bde., Niort 1883-1887 (Nachdruck: Graz 1954).
Dütsch, Landvögte	Die Zürcher Landvögte von 1402-1798. Ein Versuch zur Bestimmung ihrer sozialen Herkunft und zur Würdigung ihres Amtes im Rahmen des zürcherischen Stadtstaates		Hans-Rudolf Dütsch, Die Zürcher Landvögte von 1402-1798. Ein Versuch zur Bestimmung ihrer sozialen Herkunft und zur Würdigung ihres Amtes im Rahmen des zürcherischen Stadtstaates, Diss. phil. Zürich, Zürich 1994.
EA	Amtliche Sammlung der ältern Eidgenössischen Abschiede		Amtliche Sammlung der ältern Eidgenössischen Abschiede, hg. v. Jakob Kaiser u.a., 8 Bde., Luzern 1839-1886 (Bd. IV/1d, bearb. v. Karl Deschwanden, Luzern 1882).
EDB	Zürcher Ehedaten des 16. bis 18. Jahrhunderts		Zürcher Ehedaten des 16. bis 18. Jahrhunderts, gehostet unter der Website des Staatsarchivs Zürich: http://www.staatsarchiv.zh.ch.
EDIT16	Le edizioni italiane del XVI secolo. Censimento nazionale		Le edizioni italiane del XVI secolo. Censimento nazionale, Rom 1985ff (http://edit16.iccu.sbn.it/).
EJ	Encyclopaedia Judaica		Encyclopaedia Judaica, 16 Bde., Jerusalem 1971/1972.
EKO	Die evangelischen Kirchenordnungen des XVI. Jahrhunderts		Die evangelischen Kirchenordnungen des XVI. Jahrhunderts, hg. v. Emil Sehling u.a., Leipzig/Tübingen, 1902ff.
Egelhaaf	Archivalische Beiträge zur Geschichte des schmalkaldischen Krieges		Gottlob Egelhaaf, Archivalische Beiträge zur Geschichte des schmalkaldischen Krieges, in: Programm des Karls-Gymnasiums in Stuttgart zum Schlusse des Schuljahrs 1895-96, Stuttgart 1896, S. 1-56.
Egli, Affoltern	Die Reformation im Bezirke Affoltern		Emil Egli, Die Reformation im Bezirke Affoltern, in: ZTB 1888, NF, Jg 11, S. 65-113.
Egli, Analecta	Analecta Reformatoria		Emil Egli, Analecta Reformatoria, 2 Bde., Zürich 1899/1901.
Egli, Komtur Schmid	Komtur Schmid von Küssnach		Emil Egli, Komtur Schmid von Küssnach, in: Zwa II 65-73.
Ein Brief Heinrich Bullingers	Zwingliana	9	Vischer, L. (2010) "Ein Brief Heinrich Bullingers", Zwingliana, 9(6), pp. 377–378.
Eisler	Wörterbuch der philosophischen Begriffe, historisch-quellenmäßig bearbeitet		Rudolf Eisler, Wörterbuch der philosophischen Begriffe, historisch-quellenmäßig bearbeitet, 3 Bde., Berlin 1927-1930.
Elton, Reform	Reform and Reformation. England 1509-1558 (The New History of England 2)		Geoffrey Rudolph Elton, Reform and Reformation. England 1509-1558, London 1977 - The New History of England 2.
Enders	Dr. Martin Luther's Briefwechsel		Dr. Martin Luther's Briefwechsel. Bearb. und mit Erläuterungen versehen v. Ernst Ludwig Enders. Fortgesetzt v. Gustav Kawerau u.a., 19 Bde., Frankfurt a. M./Stuttgart/Leipzig 1884-1932.
Enzinas BW	Francisco de Enzinas. Epistolario		Francisco de Enzinas. Epistolario, hg. mit einer spanischen Übersetzung v. Ignacio J. Garciá Pinilla, Genf 1995 - THR 290.
Epistolae Tigurinae	Original letters relative to the English Reformation, written during the reigns of King Henry VIII., King Edward VI. and Queen Mary: chiefly trom the archives of Zurich		Epistolae Tigurinae de rebus potissimum ad ecclesiae Anglicanae reformationem pertinentibus conscriptae A. D. 1531-1558. Ex schedis manuscriptis in bibliotheca Tigurina aliisque servatis Parkerianae societatis auspiciis editae, Cambridge 1848 (Nachdruck: New York 1968).
Epistolae Vireti	Epistolae Petri Vireti. The Unedited Letters and a Register of Pierre Viret's Correspondence		Epistolae Petri Vireti. The Unedited Letters and a Register of Pierre Viret's Correspondence, hg. v. Michael W. Bruening, Genf 2012 - THR 494.
Erhard, Reformation	Die Reformation der Kirche in Kempten auf Grund archivalischer Studien dargestellt		Otto Erhard, Die Reformation der Kirche in Kempten auf Grund archivalischer Studien dargestellt, Kempten (1917).
Erhard, Sakramentsstreitigkeiten	Die Sakramentsstreitigkeiten in Kempten 1530-1533		Otto Erhard, Die Sakramentsstreitigkeiten in Kempten 1530-1533, in: Beiträge zur bayerischen Kirchengeschichte, Bdd. XVII, Erlangen 1911, S. 153-173.
Erichson	Zwingli’s Tod und dessen Beurtheilung durch Zeitgenossen		Alfred Erichson, Zwingli’s Tod und dessen Beurtheilung durch Zeitgenossen. Zumeist nach ungedruckten Straßburger und Zürcher Urkunden, Straßburg 1883.
Euro-Climhist Datenbank	Informationssystem zur Witterungs- und Klimageschichte		Euro-Climhist. Informationssystem zur Witterungs- und Klimageschichte; Pfister, Christian, Rohr, Christian; Universität Bern; https://www.echdb.unibe.ch; DOI: 10.7892/boris.73059
FB	French Vernacular Books: Books Published in the French Language Before 1601. Livres vernaculaires français: Livres imprimés en français avant 1601		French Vernacular Books: Books Published in the French Language Before 1601. Livres vernaculaires français: Livres imprimés en français avant 1601: hg. v. Andrew Pettegree, Malcom Walsby, Alexander Wilkinson, 2Bde., Leiden/Boston 2007.
FNHDW (Anderson/Goebel/Reichmann)	Frühneuhochdeutsches Wörterbuch		Frühneuhochdeutsches Wörterbuch, hg. v. Ulrich Goebel und Oskar Reichmann, begründet von Robert R. Anderson, Ulrich Goebel und Oskar Reichmann, Berlin/New York 1989ff.
Fabian, Abschiede	Die Schmalkaldischen Bundesabschiede 1533-1536		Die Schmalkaldischen Bundesabschiede 1533-1536. Mit Ausschreiben der Bundestage und anderen archivalischen Beilagen, bearb. u. hg. v. Ekkehart Fabian, Tübingen 1958 - SKRG 8.
Fabian, Quellen (Reformationsbündnisse)	Quellen zur Geschichte der Reformationsbündnisse und der Konstanzer Reformationsprozesse 1529-1548		Quellen zur Geschichte der Reformationsbündnisse und der Konstanzer Reformationsprozesse 1529-1548, hg. v. Ekkehart Fabian, Tübingen/Basel 1967 - SKRG 34.
Fabian, Räte (Fabian, Geheime Räte)	Geheime Räte in Zürich, Bern, Basel und Schaffhausen		Ekkehart Fabian, Geheime Räte in Zürich, Bern, Basel und Schaffhausen. Quellen und Untersuchungen, Köln/Wien 1974 - SKRG 33.
Fabian, Städtetage	Die Beschlüsse der oberdeutschen Schmalkaldischen Städtetage		Die Beschlüsse der oberdeutschen Schmalkaldischen Städtetage, bearb. und hg. v. Ekkehart Fabian, 3 Teile, Tübingen 1959-1960 - SKRG 9f. 14f. 21-24.
Farel, Biographie	Guillaume Farel 1489-1565. Biographie nouvelle, écrite d'après les documents originaux par un groupe d'historiens, professeurs et pasteurs de Suisse, de France et d'Italie		Guillaume Farel 1489-1565. Biographie nouvelle, écrite d'après les documents originaux par un groupe d'historiens, professeurs et pasteurs de Suisse, de France et d'Italie, Neuchâtel/Paris 1930.
Farge, Paris Doctors	Bibliographical Register of Paris Doctors in Theology		James K. Farge, Bibliographical Register of Paris Doctors in Theology, 1500-1536, Toronto 1980. - Subsidia Mediaevalia 10.
Farner	Huldrych Zwingli		Oscar Farner, Huldrych Zwingli, 4 Bde., Zürich (1943-1960).
Fast	Heinrich Bullinger und die Täufer. Ein Beitrag zur Historiographie und Theologie im 16. Jahrhundert		Heinold Fast, Heinrich Bullinger und die Täufer. Ein Beitrag zur Historiographie und Theologie im 16. Jahrhundert, Weierhof (Pfalz) 1959. - Schriftenreihe des Mennonitischen Geschichtsvereins, Nr. 7.
Felix Platter, Pest	Beschreibung der Stadt Basel 1610 und Pestbericht 1610/11		Felix Platter, Beschreibung der Stadt Basel 1610 und Pestbericht 1610/11, hg. v. Valentin Lötscher, Basel/Stuttgart 1987 - Basler Chroniken 11.
Felix Platter, Tagebuch	Tagebuch (Lebensbeschreibung) 1536-1567		Felix Platter, Tagebuch (Lebensbeschreibung) 1536-1567, hg. v. Valentin Lötscher, Basel/Stuttgart 1976 - Basler Chroniken 10.
Feller	Die Geschichte Berns, Bd. II, Von der Reformation bis zum Bauernkrieg		Richard Feller, Die Geschichte Berns, Bd. II, Von der Reformation bis zum Bauernkrieg, 1516-1663, Bern 1954. - AHVB XLII, H. 2.
Feller-Bonjour	Geschichtsschreibung der Schweiz vom Spätmittelalter zur Neuzeit		Richard Feller und Edgar Bonjour, Geschichtsschreibung der Schweiz vom Spätmittelalter zur Neuzeit, 2 Bde., Basel-Stuttgart (1962).
Feyler	Die Beziehungen des Hauses Württemberg zur schweizerischen Eidgenossenschaft in der ersten Hälfte des XVI. Jahrhunderts		Anna Feyler, Die Beziehungen des Hauses Württemberg zur schweizerischen Eidgenossenschaft in der ersten Hälfte des XVI. Jahrhunderts, Diss. Zürich 1905.
Fischer	Conrrad Gessner 1515-1565		Hans Fischer, Conrrad Gessner 1515-1565, Zürich 1966. -Njbl. auf das Jahr 1966 als 168. Stück von der Naturforschenden in Gesellschaft Zürich hg.
Fischer	Schwäbisches Wörterbuch aufgrund der von Adelbert v. Keller begonnenen Sammlungen und mit Unterstützung des Württembergischen Staates		Schwäbisches Wörterbuch aufgrund der von Adelbert v. Keller begonnenen Sammlungen und mit Unterstützung des Württembergischen Staates bearb. von Hermann Fischer, 6 Bde., Tübingen 1904-1936.
Fischer, Chronik	Sebastian Fischers Chronik		Sebastian Fischers Chronik, hg. v. Karl Gustav Veesenmeyer, Ulm 1896 - Mitteilungen des Vereins für Kunst und Alterthum in Ulm und Oberschwaben 5-8.
Fp1 (Fp	La France protestante ou vies des protestants français		La France protestante ou vies des protestants français, hg. v. Eugène et Emile Haag, 10 Bde., Paris 1846-1858 (Nachdruck: Genf 1966).
Fp2 (Fp	La France protestante ou vies des protestants français		La France protestante ou vies des protestants français, 2. völlig neu bearbeitete Aufl., hg. v. Henri Bordier, 6 Bde. (unvollendet; von A bis Gasparin), Paris 1877-1888 (Nachdruck: Genf 2004).
Francesco Lismanino	Zeitschrift der Historischen Gesellschaft für die Provinz Posen		Wotschke, Theodor (1903) "Francesco Lismanino", Aus "Zeitschrift der Historischen Gesellschaft für die Provinz Posen zugleich Zeitschrift der Historischen Gesellschaft für den Netzedistrikt zu Bromberg", 18. Jahrgang, Posen 1903, S. 213-332.
Frey	Das Rheintal zur Zeit der Glaubensspaltung		Theodor Frey, Das Rheintal zur Zeit der Glaubensspaltung, Diss. phil. Freiburg i. Ue. 1946.
Friedrich, Kirchmair	Thomas Kirchmair, genannt Naogeorgus. Lebensbild eines bedeutenden Straubingers mit einem Literaturverzeichnis zu Biographie und Werk	89	Werner Friedrich, Thomas Kirchmair, genannt Naogeorgus. Lebensbild eines bedeutenden Straubingers mit einem Literaturverzeichnis zu Biographie und Werk, in: Jahresbericht des Historischen Vereins für Straubing und Umgebung, Bd. 89, 1987, S. 83-140.
Fuchtel	Der Frankfurter Anstand vom Jahre 1539		Paul Fuchtel, Der Frankfurter Anstand vom Jahre 1539, in: ARG XXVIII, 1931, S. 145-206.
Füssli (Füssli I)	Epistolae ab Ecclesiae Helveticae Reformatoribus vel ad eos scriptae. Centuria prima		Epistolae ab Ecclesiae Helveticae Reformatoribus vel ad eos scriptae. Centuria prima, hg. v. Johann Konrad Fuessli, Zürich 1742.
GCS	Die griechischen christlichen Schriftsteller der ersten Jahrhunderte		Die griechischen christlichen Schriftsteller der ersten Jahrhunderte, hg. v. der Berlin-Brandenburgischen Akademie der Wissenschaften, Leipzig u.a. 1897ff.
GG			Frank Hieronymus,
GLN	Bibliographie der im 15. und 16. Jahrhundert in Genf, Lausanne und Neuchâtel entstandenen Drucke		Bibliographie der im 15. und 16. Jahrhundert in Genf, Lausanne und Neuchâtel entstandenen Drucke (http://www.ville-ge.ch/musinfo/bd/bge/gln/).
GW	Gesamtkatalog der Wiegendrucke		Gesamtkatalog der Wiegendrucke, Leipzig u.a. 1925ff.
Gagliardi/Forrer (Gagliardi)	Katalog der Handschriften der Zentralbibliothek Zürich	2	Ernst Gagliardi und Ludwig Forrer, Katalog der Handschriften der Zentralbibliothek Zürich, Bd. 2: Neuere Handschriften seit 1500, Zürich 1982.
Gamper, Vadian	Joachim Vadian, 1483/84-1551. Humanist, Arzt, Reformator, Politiker, mit Beiträgen von Rezia Krauer und Clemens Müller		Rudolf Gamper, Joachim Vadian, 1483/84-1551. Humanist, Arzt, Reformator, Politiker, mit Beiträgen von Rezia Krauer und Clemens Müller, Zürich 2017.
Garrett, Exiles (Garrett, Marian Exiles)	The Marian Exiles. A Study in the Origins of Elizabethan Puritanism		Christina Hallowell Garrett, The Marian Exiles. A Study in the Origins of Elizabethan Puritanism, Cambridge 1938 (Nachdruck: Cambridge 1966).
Gast, Tagebuch	Das Tagebuch des Johannes Gast		Das Tagebuch des Johannes Gast, bearb. und hg. v. Paul Burckhardt, Basel 1945.
Gautier	Histoire de Genève des origines à l'année 1691		Jean-Antoine Gautier, Histoire de Genève des origines à l'année 1691, 9 Bde., Genf 1896-1914.
Gauß, Grynäus	Die Berufung des Simon Grynäus nach Tübingen		Karl Gauß, Die Berufung des Simon Grynäus nach Tübingen. 1534/35. Ein Nachklang zum Universitätsjubiläum, in: Basler Jahrbuch 1911, S. 88-130.
Gehrt, Konfessionspolitik	Ernestinische Konfessionspolitik. Bekenntnisbildung, Herrschaftskonsolidierung und dynastische Identitätsstiftung vom Augsburger Interim 1548 bis zur Konkordienformel 1577	34	Daniel Gehrt, Ernestinische Konfessionspolitik. Bekenntnisbildung, Herrschaftskonsolidierung und dynastische Identitätsstiftung vom Augsburger Interim 1548 bis zur Konkordienformel 1577, Leipzig 2011 - Arbeiten zur Kirchen- und Theologiegeschichte, Bd. 34.
Geiser, Haltung	Über die Haltung der Schweiz während des Schmalkaldischen Krieges		Karl Geiser, Über die Haltung der Schweiz während des Schmalkaldischen Krieges, Zürich 1897 (auch veröffentlicht in: JSG 22, 1897, S. 165-249).
Georges	Ausführliches lateinisch-deutsches Handwörterbuch		Ausführliches lateinisch-deutsches Handwörterbuch, ausgearbeitet von Karl Ernst Georges, 2 Bde., 14. Aufl., Hannover 1976.
Gerber, Kriegsrechnungen	Die Kriegsrechnungen des Schmalkaldischen Bundes über den Krieg im Oberland des Jahres 1546		Harry Gerber, Die Kriegsrechnungen des Schmalkaldischen Bundes über den Krieg im Oberland des Jahres 1546, in: ARG 32, 1935, 41-93. 218-247 (Abk.: Gerber, Kriegsrechnungen I); 33, 1936, 226-235 (Abk.: Gerber, Kriegsrechnungen II); 34, 1937, 87-122. 272-288 (Abk.: Gerber, Kriegsrechnungen III).
Gerwig Blarer BA	Gerwig Blarer, Abt von Weingarten, 1520-1567. Briefe und Akten		Gerwig Blarer, Abt von Weingarten, 1520-1567. Briefe und Akten, hg. v. Heinrich Günter, 2 Bde., Stuttgart 1914/1921 - Württembergische Geschichtsquellen 16f.
Gfr	Der Geschichtsfreund, Mitteilungen des historischen Vereins der fünf Orte Luzern, Uri, Schwyz, Unterwalden und Zug, Einsiedeln, 1843-1893		Der Geschichtsfreund, Mitteilungen des historischen Vereins der fünf Orte Luzern, Uri, Schwyz, Unterwalden und Zug, Einsiedeln, 1843-1893, Stans 1894ff.
Gilliard, Conquête	La Conquête du Pays de Vaud par les Bernois		Charles Gilliard, La Conquête du Pays de Vaud par les Bernois, Lausanne 1935. - Université de Lausanne. Publications de la Faculté des Lettres [II].
Gilliard, Les combats	Les combats de Gingins et de la Faucille en octobre et décembre 1535		Charles Gilliard, Les combats de Gingins et de la Faucille en octobre et décembre 1535, in: Bulletin de la Société d’histoire et d’archéologie de Genève VII, 1939, S. 3-27.
Gilly, Spanien	Spanien und der Basler Buchdruck bis 1600		Carlos Gilly, Spanien und der Basler Buchdruck bis 1600, Basel/Frankfurt a.M. 1985 - Basler Beiträge zur Geschichtswissenschaft 151.
Girolamo Zancho, reformierter Prediger in Chiavenna	Bündnerisches Monatsblatt		Girolamo Zancho, reformierter Prediger in Chiavenna, in: Bündnerisches Monatsblatt, Chur 10/1951, S. 289-301.
Glückshafenrodel	Der Glückshafenrodel des Freischiessens zu Zürich 1504. Mit Anhang und Beilagen		Der Glückshafenrodel des Freischiessens zu Zürich 1504. Mit Anhang und Beilagen, bearb. und hg. v. Friedrich Hegi, unter Mithilfe von Emil Usteri und Sinaida Zuber, 2 Bde., Zürich 1942.
Gordon, Discipline	Clerical Discipline and the Rural Reformation. The Synod in Zürich, 1532-1580		Bruce Gordon, Clerical Discipline and the Rural Reformation. The Synod in Zürich, 1532-1580, Bern 1992 - ZBRG 16.
Graubünden, Korr.	Bullingers Korrespondenz mit den Graubündnern		Bullingers Korrespondenz mit den Graubündnern, hg. v. Traugott Schieß, 3 Teile, Basel 1904-1906 - Quellen zur Schweizer Geschichte XXIII-XXV (Nachdruck: Nieuwkoop 1968).
Grimm	Deutsches Wörterbuch		Deutsches Wörterbuch von Jacob Grimm und Wilhelm Grimm, 16 Bde., Leipzig 1854-1954; Neubearbeitung, Leipzig u.a. 1983ff.
Grimm, Buchführer	Die Buchführer des deutschen Kulturbereichs und ihre Niederlassungsorte in der Zeitspanne 1490 bis um 1550		Heinrich Grimm, Die Buchführer des deutschen Kulturbereichs und ihre Niederlassungsorte in der Zeitspanne 1490 bis um 1550, in: Archiv für Geschichte des Buchwesens 7, 1966, Sp. 1153-1772.
