Moeller, Zwick	Johannes Zwick und die Reformation in Konstanz		Bernd Moeller, Johannes Zwick und die Reformation in Konstanz, Gütersloh 1961 - QFRG 28.
Moritz von Sachsen PK	Politische Korrespondenz des Herzogs und Kurfürsten Moritz von Sachsen		Politische Korrespondenz des Herzogs und Kurfürsten Moritz von Sachsen, hg. v. Erich Brandenburg (Bde. 1f), Johannes Herrmann und Günther Wartenberg (Bde. 3-6) sowie Christian Winter (Bde. 5f), 6 Bde., Leipzig und (ab Bd. 3) Berlin 1900-2006.
Moser, Bullinger	Die Dignität des Ereignisses. Studien zu Heinrich Bullingers Reformationsgeschichtsschreibung		Christian Moser, Die Dignität des Ereignisses. Studien zu Heinrich Bullingers Reformationsgeschichtsschreibung, 2 Bde., Leiden 2012 - Studies in the History of Christian Traditions 163.
Mühling (Mühling, Kirchenpolitik)	Heinrich Bullingers europäische Kirchenpolitik		Andreas Mühling, Heinrich Bullingers europäische Kirchenpolitik, Bern u.a. 2001 - ZBRG 19.
Mülinen, Kriegsberichte	Waadtländische Kriegsberichte des Hans Franz Nägeli		Wolfang von Mülinen, Waadtländische Kriegsberichte des Hans Franz Nägeli, in: Archiv des Historischen Vereins des Kantons Bern XII, 1899, S. 253-281.
Müller	Die römische Kurie und die Reformation 1523-1534. Kirche und Politik während des Pontifikats Clemens’ VII.		Gerhard Müller, Die römische Kurie und die Reformation 1523-1534. Kirche und Politik während des Pontifikats Clemens’ VII., Gütersloh 1969. - QFRG XXXVIII.
Müller, Quellen	Die Quellen zur Beschreibung des Zürich- und Aargaus in Johannes Stumpfs Schweizerchronik		Gustav Müller, Die Quellen zur Beschreibung des Zürich- und Aargaus in Johannes Stumpfs Schweizerchronik, hg. durch die Stiftung Schnyder von Wartensee, Zürich 1916.
NBD	Nuntiaturberichte aus Deutschland nebst ergänzenden Aktenstücken. Erste Abteilung 1533-1559		Nuntiaturberichte aus Deutschland nebst ergänzenden Aktenstücken. Erste Abteilung 1533-1559, Gotha u.a. 1892ff.
NDB	Neue Deutsche Biographie		Neue Deutsche Biographie, hg. v. der Historischen Kommission bei der Bayerischen Akademie der Wissenschaften, Berlin 1953ff.
NDBA	Nouveau dictionnaire de biographie alsacienne		Nouveau dictionnaire de biographie alsacienne, 49 Hefte, Straßburg 1982-2007.
Naef, Genève	Les Origines de la Réforme à Genève, tome II, L'Ère de la triple Combourgeoisie, l'Épée ducale et l'Épée de Farel		Henri Naef, Les Origines de la Réforme à Genève, tome II, L'Ère de la triple Combourgeoisie, l'Épée ducale et l'Épée de Farel, Genf 1968. - Traveaux d’Humanisme et Renaissance C, 2.
Netoliczka, Honterus (Netoliczka, Bullingerbrief)	Der Bullingerbrief an Honterus und Martinus Hentius Transylvanus		Oskar Netoliczka, Der Bullingerbrief an Honterus und Martinus Hentius Transylvanus, in: Festschrift seiner Hochwürden D. Dr. Friedrich Teutsch gewidmet zu seinem 25jährigen Bischofs-Jubiläum vom Ausschuss des Vereins für siebenbürgische Landeskunde, Hermannstadt 1931, S. 179-190.
Neudecker	Merkwürdige Aktenstücke aus dem Zeitalter der Reformation		Merkwürdige Aktenstücke aus dem Zeitalter der Reformation, hg. v. Christian Gotthold Neudecker, Zweite Abtheilung, Nürnberg 1838.
Neuser, Vorbereitung	Die Vorbereitung der Religionsgespräche von Worms und Regensburg 1540/41		Wilhelm H. Neuser, Die Vorbereitung der Religionsgespräche von Worms und Regensburg 1540/41, Neukirchen/Vluyn 1974 - Texte zur Geschichte der evangelischen Theologie 4.
Niehans, Bullinger-Briefsammlung	Die Bullinger-Briefsammlung		Max Niehans, Die Bullinger-Briefsammlung, in: Zwa VIII/3, 1945, S. 141-167.
Niermeyer	Mediae Latinitatis lexicon minus		Mediae Latinitatis lexicon minus, hg. v. Jan Frederik Niermeyer und Co van de Kieft, überarbeitet von Johannes Willem Jozef Burgers, 2. Aufl., 2 Bde., Darmstadt/Leiden 2002.
Notes on the Consensus Tigurinus of 1549	Concordia Theological Monthly	20	Mueller, John Theodore (1949) "Notes on the Consensus Tigurinus of 1549," Concordia Theological Monthly: Vol. 20, Article 73.
Näf, Vadian	Vadian und seine Stadt St. Gallen		Werner Näf, Vadian und seine Stadt St. Gallen, 2 Bde., St. Gallen 1944/1957.
ODNB (Oxford DNB)	Oxford Dictionary of National Biography, from the Earliest Times to the Year 2000		Oxford Dictionary of National Biography, from the Earliest Times to the Year 2000, hg. v. Henry Colin Gray Matthew und Brian Harrison, 60 Bde., Oxford 2004ff.
OER	The Oxford Encyclopedia of the Reformation		The Oxford Encyclopedia of the Reformation, 4 Bde., New York/Oxford 1996.
Oekolampad BA	Briefe und Akten zum Leben Oekolampads		Briefe und Akten zum Leben Oekolampads. Zum vierhundertjährigen Jubiläum der Basler Reformation bearb. v. Ernst Staehelin, 2 Bde., Leipzig 1927/1934 - QFRG 10. 19.
Oekolampad Bibl. (Oekolampad-Bibliographie)	Oekolampad-Bibliographie		Ernst Staehelin, Oekolampad-Bibliographie, Basel 1918, 2. unv. Aufl., Nieuwkoop 1963.
Opera Calvini	Ioannis Calvini opera quae supersunt omnia		Ioannis Calvini opera quae supersunt omnia, hg. v. Guilielmus Baum, Eduardus Cunitz, Eduardus Reuss, 59 Bde., Braunschweig/Berlin 1863-1900 - CR XXIX-LXXXVII.
Original Letters	Original Letters Relative to the English Reformation, Written During the Reigns of King Henry VIII., King Edward VI., and Queen Mary		Original Letters Relative to the English Reformation, Written During the Reigns of King Henry VIII., King Edward VI., and Queen Mary: Chiefly from the Archives of Zurich. Translated and Edited by the Rev. Hastings Robinson. 2 Bde., Cambridge 1846/1847 (Nachdruck: New York 1968).
Orléans, Nat. germ.	Premier livre des procurateurs de la Nation germanique de l'ancienne Université d'Orléans, 1444-1546	1	Premier livre des procurateurs de la Nation germanique de l'ancienne Université d'Orléans, 1444-1546, hg. v. Detlef Illmer, Cornelia M. Ridderikhoff und Hilde de Ridder-Symoens, I. Teil in 4 Bde., Leiden 1971-1985 (abgekürzt Orléans, Nat. germ. I/1-4). - Deuxième livre des procurateurs de la Nation germanique de l'ancienne Université d'Orléans, 1546-1560, hg. v. Chris L. Heesakkers und Cornelia M. Ridderikhoff, II. Teil in 2 Bde., Leiden 1988 (abgekürzt Orléans, Nat. germ. II/1-2).
Ortmann, Bucer (Ortmann, Reformation)	Reformation und Einheit der Kirche. Martin Bucers Einigungsbemühungen bei den Religionsgesprächen in Leipzig, Hagenau, Worms und Regensburg 1539-1541		Volkmar Ortmann, Reformation und Einheit der Kirche. Martin Bucers Einigungsbemühungen bei den Religionsgesprächen in Leipzig, Hagenau, Worms und Regensburg 1539-1541, Mainz 2001 - Veröffentlichungen des Instituts für Europäische Geschichte Mainz, Abteilung für Abendländische Religionsgeschichte 185.
Osiander GA	Andreas Osiander d.Ä., Gesamtausgabe		Andreas Osiander d.Ä., Gesamtausgabe. Im Auftrag der Heidelberger Akademie der Wissenschaften hg. v. Gerhard Müller und Gottfried Seebaß, 10 Bde., Gütersloh 1975-1997.
Otto	Die Sprichwörter und sprichwörtlichen Redensarten der Römer		Die Sprichwörter und sprichwörtlichen Redensarten der Römer, gesammelt und erklärt von August Otto, Leipzig 1890 (Nachdruck: Hildesheim 1962).
PA	Politisches Archiv des Landgrafen Philipp des Großmütigen von Hessen. Inventar der Bestände		Politisches Archiv des Landgrafen Philipp des Großmütigen von Hessen. Inventar der Bestände, Bde. 1-2, hg. v. Friedrich Küch, Leipzig 1904/1910 - Publikationen aus den K. Preußischen Staatsarchiven 78. 85 (Nachdruck: Osnabrück 1965); Bde. 3-4, bearb. v. Walter Heinemeyer, Marburg 1954/1959 - Veröffentlichungen der Historischen Kommission für Hessen und Waldeck 24/1-2.
PC	Politische Correspondenz der Stadt Strassburg im Zeitalter der Reformation		Politische Correspondenz der Stadt Strassburg im Zeitalter der Reformation, 5 Bde., bearb. v. Hans Virck, Otto Winckelmann, Harry Gerber und Walter Friedensburg, Straßburg/Heidelberg 1882-1933.
Paillard	L'invasion allemande en 1544		Charles Paillard, L'invasion allemande en 1544, Paris 1884.
Pariset, Relations	Humanisme - Réforme et diplomatie. Les relations entre la France et l'Allemagne au milieu du XVI		Jean-Daniel Pariset, Humanisme - Réforme et diplomatie. Les relations entre la France et l'Allemagne au milieu du XVI
Pastor	Geschichte der Päpste seit dem Ausgang des Mittelalters	5	Ludwig von Pastor, Geschichte der Päpste seit dem Ausgang des Mittelalters, Bd. 5: Geschichte Papst Pauls III. (1534-1549), 5.-7. Aufl., Freiburg i. Br. 1923.
Paulus, Schertlin	Sebastian Schertlin von Burtenbach im Schmalkaldischen Krieg		Christof Paulus, Sebastian Schertlin von Burtenbach im Schmalkaldischen Krieg, in: Zeitschrift für bayerische Landesgeschichte 67/1, 2004, 47-84.
Pauly/Wissowa	Paulys Realencyclopädie der classischen Altertumswissenschaft. Neue Bearbeitung		Paulys Realencyclopädie der classischen Altertumswissenschaft. Neue Bearbeitung hg. v. Georg Wissowa u.a., Stuttgart 1894ff.
Peachey	Soziale Herkunft der Schweizer Täufer in der Reformationszeit. Eine religionssoziologische Untersuchung		Paul Peachey, Soziale Herkunft der Schweizer Täufer in der Reformationszeit. Eine religionssoziologische Untersuchung, Karlsruhe 1954. - Schriftenreihe des Mennonitischen Geschichtsvereins , Nr. 4.
Pellikan, Chronikon	Das Chronikon des Konrad Pellikan		Das Chronikon des Konrad Pellikan, hg. v. Bernhard Riggenbach, Basel 1877.
Pestalozzi	Heinrich Bullinger. Leben und ausgewählte Schriften. Nach handschriftlichen und gleichzeitigen Quellen		Carl Pestalozzi, Heinrich Bullinger. Leben und ausgewählte Schriften. Nach handschriftlichen und gleichzeitigen Quellen, Elberfeld 1858 - Leben und ausgewählte Schriften der Väter und Begründer der reformirten Kirche 5. LSRK V
Pestalozzi, Gegner Zwinglis	Die Gegner Zwinglis am Großmünsterstift in Zürich		Theodor Pestalozzi, Die Gegner Zwinglis am Großmünsterstift in Zürich. Der erste Teil einer Arbeit über: Die katholische Opposition gegen Zwingli in der Stadt und Landschaft Züric, 1519-1531, mit einer Einleitung zur Gesamtarbeit, Zürich 1918.
Pestalozzi, Haller	Berthold Haller. Nach handschriftlichen und gleichzeitigen Quellen		Carl Pestalozzi, Berthold Haller. Nach handschriftlichen und gleichzeitigen Quellen, Elberfeld 1860. - LSRK IX.
Pestalozzi, Jud	Leo Judä, nach handschriftlichen und gleichzeitigen Quellen		Carl Pestalozzi, Leo Judä, nach handschriftlichen und gleichzeitigen Quellen, Elberfeld 1960. - LSRK IX.
Pestalozzi, Lavater	Hans Rudolf Lavater, Bürgermeister, 1491-1557		[Carl Pestalozzi,] Hans Rudolf Lavater, Bürgermeister, 1491-1557, in: Njbl. zum Besten des Waisenhauses in Zürich 1864, [Zürich 1863] - 86. Njbl. von der Chorherrenstube.
Petritsch, Regesten	Regesten der osmanischen Dokumente im österreichischen Staatsarchiv		Ernst Dieter Petritsch, Regesten der osmanischen Dokumente im österreichischen Staatsarchiv, Bd. 1: 1480-1574, Wien 1991 - Mitteilungen des österreichischen Staatsarchivs 10/1.
Petrus Hisp., Summulae (Petrus Hispanus, Summulae logicales)	Petris Hispani Summulae logicales		Petris Hispani Summulae logicales, ed. I. M. Bochenski, Rom 1947.
Peuckert, Franck	Sebastian Franck. Ein deutscher Sucher		Will-Erich Peuckert, Sebastian Franck. Ein deutscher Sucher, München 1943.
Pf-Aargau (Pfister)	Die Prädikanten des bernischen Aargaus im 16.-18. Jh., 1528-1798		Willy Pfister, Die Prädikanten des bernischen Aargaus im 16.-18. Jh., 1528-1798, Zürich 1943 - Quellen und Studien zur Geschichte der helvetischen Kirche 11.
Pf-Ansbach	Ansbachisches Pfarrerbuch. Die Evangelisch-Lutherische Geistlichkeit des Fürstentums Brandenburg-Ansbach 1528-1806		Matthias Simon, Ansbachisches Pfarrerbuch. Die Evangelisch-Lutherische Geistlichkeit des Fürstentums Brandenburg-Ansbach 1528-1806, Nürnberg 1957 - Einzelarbeiten aus der Kirchengeschichte Bayerns 28.
Pf-Appenzell1	Die appenzellische reformierte Pfarrerschaft seit dem Bestehen jeder reformierten Kirchgemeinde bis 1977 zusammengestellt und mit biographischen Notizen versehen, mit einer kurz gefassten Geschichte der Synode von Appenzell A. Rh.		Hans-Martin Stückelberger, Die appenzellische reformierte Pfarrerschaft seit dem Bestehen jeder reformierten Kirchgemeinde bis 1977 zusammengestellt und mit biographischen Notizen versehen, mit einer kurz gefassten Geschichte der Synode von Appenzell A. Rh., Herisau 1977.
Pf-Appenzell2 (Stückelberger/Hirzel)	Die Pfarrerschaft der evangelisch-reformierten Landeskirche beider Appenzell		Hans-Martin Stückelberger, Die Pfarrerschaft der evangelisch-reformierten Landeskirche beider Appenzell, bearb. v. Willy Hirzel, Wald 1991.
Pf-Augsburg	Augsburger Pfarrerbuch. Die evangelischen Geistlichen der Reichsstadt Augsburg, 1524-1806		Hans Wiedemann, Augsburger Pfarrerbuch. Die evangelischen Geistlichen der Reichsstadt Augsburg, 1524-1806, Nürnberg 1962 - Einzelarbeiten aus der Kirchengeschichte Bayerns 28.
Pf-BadenWürtt	Baden-Württembergisches Pfarrerbuch		Baden-Württembergisches Pfarrerbuch, hg. im Auftrag des Vereins für Kirchengeschichte in der Evangelischen Landeskirche in Baden und des Vereins für Württembergische Kirchengeschichte, Karlsruhe/Stuttgart 1979ff.
Pf-Basel	Basilea reformata. Die Gemeinden der Kirche Basel Stadt und Land und ihre Pfarrer seit der Reformation bis zur Gegenwart		Karl Gauß, Basilea reformata. Die Gemeinden der Kirche Basel Stadt und Land und ihre Pfarrer seit der Reformation bis zur Gegenwart, Basel 1930.
Pf-Bern (Lohner)	Die reformierten Kirchen und ihre Vorsteher im eidgenössischen Freistaate Bern		Carl Friedrich Ludwig Lohner, Die reformierten Kirchen und ihre Vorsteher im eidgenössischen Freistaate Bern, Thun s.a. [1865].
Pf-Graubünden (Pfarrerbuch Graubünden)	Die Pfarrer der evang. Gemeinden in Graubünden und seinen ehemaligen Untertanenlanden		Die Pfarrer der evang. Gemeinden in Graubünden und seinen ehemaligen Untertanenlanden, bearb. v. Jakob Rudolf Truog, Chur s.a. (Sonderabdruck aus den Jahresberichten 1934/1935 der Historisch-Antiquarischen Gesellschaft von Graubünden).
Pf-Hessen (Hütteroth)	Die althessischen Pfarrer der Reformationszeit. Mit Nachträgen und Verzeichnissen von Hilmar Milbradt		Oskar Hütteroth, Die althessischen Pfarrer der Reformationszeit. Mit Nachträgen und Verzeichnissen von Hilmar Milbradt, Marburg 1966 - Veröffentlichungen der Historischen Kommission für Hessen und Waldeck 22.
Pf-Memmingen	Memminger Pfarrerbuch		Hermann Erhard, Memminger Pfarrerbuch, Neustadt a.d. Aisch 1977 - Einzelarbeiten aus der Kirchengeschichte Bayerns 55.
Pf-Neuburg	Neuburgisches Pfarrerbuch		[Maximilian] Weigel, [Joseph] Wopper, [Hans] Ammon, Neuburgisches Pfarrerbuch, Kallmünz 1967.
Pf-Pfalz (Pfälzisches Pfarrerbuch)	Die evangelischen Geistlichen der Pfalz seit der Reformation (Pfälzisches Pfarrerbuch)		Die evangelischen Geistlichen der Pfalz seit der Reformation (Pfälzisches Pfarrerbuch), bearb. v. Georg Biundo, Neustadt a. d. Aisch 1968 - Genealogie und Landesgeschichte 15.
Pf-Schwaben (Pfarrerbuch Bayerisch-Schwaben)	Pfarrerbuch Bayerisch-Schwaben		Pfarrerbuch Bayerisch-Schwaben (ehemalige Territorien Grafschaft Oettingen, Reichsstädte Augsburg, Donauwörth, Kaufbeuren, Kempten, Lindau, Memmingen, Nördlingen und Pfarreien der Reichsritterschaft in Schwaben), bearb. v. Helene Burger, Hermann Erhard und Hans Wiedemann, zusammengestellt von Hans Wiedemann und Christoph von Brandenstein, Neustadt a. d. Aisch 2001 - Einzelarbeiten aus der Kirchengeschichte Bayerns, hg. v. Verein für bayerische Kirchengeschichte unter verantwortlicher Schriftleitung von Dr. Helmut Baier, 77.
Pf-Solothurn (Schmid, Kirchensätze)	Die Kirchensätze, die Stifts- und Pfarr-Geistlichkeit des Kantons Solothurn		Alexander Schmid, Die Kirchensätze, die Stifts- und Pfarr-Geistlichkeit des Kantons Solothurn, Solothurn 1857.
Pf-St. Gallen (Stückelberger)	Die evangelische Pfarrerschaft des Kantons St. Gallen		Die evangelische Pfarrerschaft des Kantons St. Gallen, seit dem Bestehen jeder reformierten Kirchgemeinde bis 1970 zusammengestellt und mit biographischen Notizen versehen von Hans Martin Stückelberger, St. Gallen 1971.
Pf-Thurgau (Sulzberger)	Biographisches Verzeichniß der Geistlichen aller evangelischen Gemeinden des Kantons Thurgau von der frühesten Zeit bis auf die Gegenwart		Huldreich Gustav Sulzberger, Biographisches Verzeichniß der Geistlichen aller evangelischen Gemeinden des Kantons Thurgau von der frühesten Zeit bis auf die Gegenwart, Frauenfeld 1863.
Pf-Zürich (Pfarrerbuch)	Zürcher Pfarrerbuch 1519-1952		Zürcher Pfarrerbuch 1519-1952, hg. v. Emanuel Dejung und Willy Wuhrmann, Zürich 1953.
Pfeilsticker	Neues württembergisches Dienerbuch		Neues württembergisches Dienerbuch, bearb. v. Walther Pfeilsticker, 3 Bde., Stuttgart 1957-1974.
Piccard	Wasserzeichen		Gerhard Piccard, Wasserzeichen, 17 Bde., Stuttgart 1961-1997 - Veröffentlichungen der Staatlichen Archivverwaltung Baden-Württemberg, Sonderreihe: Die Wasserzeichen Piccard im Hauptstaatsarchiv Stuttgart. Findbuch 1-17.
Polen	Forgotten Books (May 4, 2018)		Der Briefwechsel der Schweizer mit den Polen, hg. v. Theodor Wotschke, Leipzig 1908 - ARG. Texte und Untersuchungen. Ergänzungsband 3.
Pollet, Bucer	Martin Bucer. Etudes sur la correspondance, avec de nombreux textes inédits		Jacques V. Pollet, Martin Bucer. Etudes sur la correspondance, avec de nombreux textes inédits, 2 Bde., Paris 1958/1962.
Pollet, Relations	Martin Bucer. Etudes sur les relations de Bucer avec les Pays-Bas, l'Electorat de Cologne et l'Allemagne du Nord		Jacques V. Pollet, Martin Bucer. Etudes sur les relations de Bucer avec les Pays-Bas, l'Electorat de Cologne et l'Allemagne du Nord, 2 Bde., Leiden 1985 - Studies in Medieval and Reformation Thought 33f.
Potter	Henry VIII and Francis I. The Final Conflict, 1540-1547		David Potter, Henry VIII and Francis I. The Final Conflict, 1540-1547, Leiden/Boston 2011 - History of Warfare 66.
Pressel, Blarer (Pressel)	Ambrosius Blaurer's des schwäbischen Reformators Leben und Schriften		Theodor Pressel, Ambrosius Blaurer's des schwäbischen Reformators Leben und Schriften, Stuttgart 1861.
Prüser (Prüser, England)	England und die Schmalkaldener 1535-1540		Friedrich Prüser, England und die Schmalkaldener 1535-1540, Leipzig 1929 - QFRG 11.
QAGSP	Quellen und Abhandlungen zur Geschichte des Schweizerischen Protestantismus		Quellen und Abhandlungen zur Geschichte des Schweizerischen Protestantismus, Zürich 1946ff.
QASRG	Quellen und Abhandlungen zur Geschichte zur Schweizerischen Reformationsgeschichte		Quellen und Abhandlungen zur Geschichte zur Schweizerischen Reformationsgeschichte (= 2. Serie zu QSRG, Leipzig 1912ff.
QFRG	Quellen und Forschungen zur Reformationsgeschichte		Quellen und Forschungen zur Reformationsgeschichte, Gütersloh u.a. 1920ff.
QGT	Quellen zur Geschichte der Täufer		Quellen zur Geschichte der Täufer, Gütersloh 1938ff.
QGTS	Quellen zur Geschichte der Täufer in der Schweiz		Quellen zur Geschichte der Täufer in der Schweiz, hg. v. Leonhard von Muralt, Walter Schmid, Heinold Fast und Martin Haas. 4 Bde., Zürich 1952-2008.
QSG	Quellen zur Schweizer Geschichte		Quellen zur Schweizer Geschichte, hg. v. der Allgemeinen Geschichtsforschenden Gesellschaft der Schweiz, Bde. 1-25; NF 1ff Basel 1877ff.
QSRG	Quellen zur Schweizerischen Reformationsgeschichte		Quellen zur Schweizerischen Reformationsgeschichte, Basel 1901ff.
Quervain (de Quervain)	Kirchliche und soziale Zustände in Bern unmittelbar nach der Einführung der Reformation (1528-1536)		Theodor de Quervain, Kirchliche und soziale Zustände in Bern unmittelbar nach der Einführung der Reformation (1528-1536), Bern 1906.
RAC	Reallexikon für Antike und Christentum. Sachwörterbuch zur Auseinandersetzung des Christentums mit der antiken Welt		Reallexikon für Antike und Christentum. Sachwörterbuch zur Auseinandersetzung des Christentums mit der antiken Welt, hg. v. Theodor Klauser u.a., Stuttgart 1950ff.
RAG	Repertorium Academicum Germanicum. Die graduierten Gelehrten des Alten Reiches zwischen 1250 und 1550		Repertorium Academicum Germanicum. Die graduierten Gelehrten des Alten Reiches zwischen 1250 und 1550, Online-Datenbank erstellt unter der Leitung von Rainer Christoph Schwinges und Christian Hesse.
RBS	Reformierte Bekenntnisschriften		Reformierte Bekenntnisschriften, im Auftrag der Evangelischen Kirche in Deutschland hg. v. Heiner Faulenbach und Eberhard Busch, Neukirchen/Vluyn 2002ff.
RCG (Registres du Conseil)	Registres du Conseil de Genève		Registres du Conseil de Genève, hg. v. Emile Rivoire u.a., 13 Bde., Genf 1900-1940.
RCG-Calvin	Registres du Conseil de Genève à l'époque de Calvin		Registres du Conseil de Genève à l'époque de Calvin, hg. v. Paule Hochuli Dubuis u.a., Genf 2003ff - THR.
RE3 (RE)	Realenzyklopädie für protestantische Theologie und Kirche		Realenzyklopädie für protestantische Theologie und Kirche, 24 Bde., 3. Aufl., Leipzig 1896-1913.
RGG3 (RGG)	Die Religion in Geschichte und Gegenwart. Handwörterbuch für Theologie und Religionswissenschaft		Die Religion in Geschichte und Gegenwart. Handwörterbuch für Theologie und Religionswissenschaft, 3. Aufl., 6 Bde. und Registerbd., Tübingen 1957-1965.
RGG4	Die Religion in Geschichte und Gegenwart. Handwörterbuch für Theologie und Religionswissenschaft		Die Religion in Geschichte und Gegenwart. Handwörterbuch für Theologie und Religionswissenschaft, 4. Aufl., 9 Bde., Tübingen 1998-2007.
RGST	Reformationsgeschichte		Reformationsgeschichte, Studien und Texte, Münster 1906ff.
